"PID","cond","reflection","choicedom","message_choice","pref_cont","CWV","pred_choice","pred_comp","pred_att","keep_1","keep_2","keep_3","keep_4","keep_5","keep_6","keep_7","keep_8","keep_9","keep_10","CWV_1","CWV_2R","CWV_3","CWV_4","CWV_5R","CWV_6","CWV_7R","CWV_8","CWV_9R","CWV_10R","att_1","att_2","is_elg","age","race","edu","income","gender","employment","feedback"
469,"pos","I feel like it's an uplifting message and they would take it positively and want to do their best.",0,"nondom",2,3.3,"do",45,6,100,100,90,85,84,72,64,56,51,41,5,3,2,5,2,4,3,4,2,3,1,1,1,43,"white","GED","$80,001-$100,000","man","Full-time",""
470,"neg","they would say that the manager is pressuring them to do a good job and they feel pressured to ""be smart"" ",1,"dom",5,2.4,"do",36,4,25,36,49,52,58,59,60,75,91,100,7,2,1,1,1,7,1,1,1,2,1,1,1,26,"white","GED","$40,001-$60,000","woman","Full-time",""
471,"pos","It sounds a little more conversational, which implies a less strict relationship between manager and employee. They're telling them to do their best which may also be more positive and the possibility of a bonus helps.",0,"nondom",3,1.2,"do",35,3,0,10,15,20,25,40,40,65,75,100,1,1,1,1,1,3,1,1,1,1,1,1,1,36,"white","4yearColl","$20,001-$40,000","woman","Other",""
472,"pos","The phrase ""do your absolute best"" is encouraging.",0,"nondom",1,1.2,"do",35,3,100,100,100,100,100,100,100,100,100,100,2,1,1,1,1,2,1,1,1,1,1,1,1,41,"asian","4yearColl","$20,001-$40,000","woman","Part-time",""
473,"neg","This message sounds condescending and demeaning. The tone is negative and it sounds threatening.",0,"nondom",1,2,"do",45,5,100,100,100,100,100,100,100,100,100,100,4,3,1,1,3,4,1,1,1,1,1,1,1,36,"white","4yearColl","$100,001-$120,000","man","Full-time","Thanks!"
474,"neg","The manager is rude and doesn't encourage. The manager is selfish. ",0,"nondom",1,1.1,"do",50,2,10,20,30,40,50,60,70,80,90,100,1,1,1,1,1,1,1,1,1,2,1,1,1,36,"white","GED","$0-$20,000","man","Full-time",""
475,"neg","The message is curt and not motivating at all.  Encouragement would be my preferred approach.",0,"nondom",1,2.3,"skip",35,2,100,100,100,100,100,100,100,100,100,100,2,2,2,2,2,2,4,2,2,3,1,1,1,52,NA,"GED","$60,001-$80,000","woman","Full-time","Nothing to note at this time."
476,"neg","Perhaps they are not fast on tasks and feels it will impact their earnings.",0,"nondom",3,4,"do",30,4,9,9,10,11,13,12,11,12,10,12,5,3,3,4,4,5,4,5,3,4,1,1,1,46,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
477,"neg","The employee might feel respected and trusted by their manager, believing that their efforts are appreciated and the manager genuinely cares about their success.",0,"nondom",1,3.6,"do",37,7,42,63,57,44,66,58,66,56,70,68,4,2,5,5,3,6,2,6,1,2,1,1,1,52,"black","4yearColl","$40,001-$60,000","man","Full-time",""
478,"neg","They might feel like they are not valued enough with that attitude",0,"nondom",2,4,"do",21,5,5,12,33,52,41,87,61,44,22,62,5,4,3,2,4,3,4,3,6,6,1,1,1,26,"black","GED","$80,001-$100,000","man","Full-time",""
479,"pos","They may feel challenged to do the task at hand. They may feel bad they will be rewarded",0,"nondom",2,3.5,"do",37,5,54,54,80,38,65,45,62,42,68,42,5,3,4,4,3,4,3,3,3,3,1,1,1,47,"black","2yearColl","$20,001-$40,000","woman","Full-time","None"
480,"pos","This message might help to motivate the employee more and make them feel ready to tackle the task at hand. It also reminds the employee of what they could stand to lose if they don't do a complete and accurate job of it.",1,"dom",4,3.5,"do",50,6,0,5,10,15,15,15,20,25,35,40,5,3,3,4,2,5,2,2,5,4,1,1,1,37,"white","2yearColl","$20,001-$40,000","woman","Part-time",""
482,"pos","I think the employee would feel motivated, like they are being pushed.",1,"dom",4,3.6,"do",35,6,7,18,40,59,62,67,70,63,44,30,5,3,6,2,4,4,2,5,3,2,1,1,1,27,"white","4yearColl","$100,001-$120,000","man","Full-time",""
483,"neg","The employee might find this message negative as it puts pressure on the employee, its not supportive and feels threatening. the employee also might have figured out that the boss just wants their bonus ",0,"nondom",2,2.2,"do",25,1,10,20,30,40,50,60,70,80,90,100,2,4,1,2,1,4,2,1,2,3,1,1,1,39,"white","GED","$40,001-$60,000","woman","Full-time",""
484,"pos","I like that my manager trusts that I know how to handle this task.",0,"nondom",2,2.1,"do",40,5,10,20,30,40,50,60,70,80,90,100,1,1,1,1,4,5,1,1,1,5,1,1,1,81,"white","GED","$40,001-$60,000","woman","Full-time",""
485,"neg","it comes of in a very condescending tone.  i already know what needs to be done, theres no reason to treat me like i dont know what im doing",0,"nondom",2,4,"skip",28,3,10,20,30,40,50,50,50,80,90,100,7,4,3,5,3,6,3,2,3,4,1,1,1,39,"white","GED","$60,001-$80,000","man","Full-time",""
486,"neg","The first sentence sounds very ominous, like we are in a Mission Impossible movie. Yes we both want the bonus, but it's not that serious. I think that level of response is a little much.  ",0,"nondom",2,2.5,"do",41,6,30,30,31,41,40,41,49,49,50,49,4,3,1,2,2,5,2,1,2,3,1,1,1,34,"white","MA","Over $200,000","man","Full-time",""
487,"neg","The employee might react negatively due to the threat of not receiving a bonus. Rather than encouraging, this message is scaring. ",0,"nondom",3,2.2,"do",41,3,15,25,50,50,50,100,100,100,100,100,4,2,1,1,2,3,2,1,3,3,1,1,1,33,"white","MA","$60,001-$80,000","woman","Full-time",""
488,"pos","It does show a trust that the employee has competency in understanding the task. It encourages them to do their best.",0,"nondom",2,2.3,"skip",40,3,10,20,30,40,50,60,70,80,90,100,2,2,2,2,2,5,2,2,2,2,1,1,1,50,"multiracial","2yearColl","$60,001-$80,000","man","Full-time",""
489,"pos","The employee might react positively to this message because it is a chance to show their skills and to take pride in completing good work. ",0,"nondom",2,3.3,"skip",25,3,25,25,50,50,75,75,100,100,100,100,3,4,2,5,2,3,3,2,5,4,1,1,1,28,"white","4yearColl","$60,001-$80,000","man","Full-time",""
490,"pos","Based on the message, I don't think they would have any positive thoughts towards the manager. I think they would feel pressured and anxious. ",0,"nondom",1,1.6,"skip",40,1,10,10,20,30,50,75,100,100,100,100,1,1,1,1,1,3,1,1,3,3,1,1,1,59,"white","2yearColl","$100,001-$120,000","woman","Part-time",""
491,"neg","I WOULD THINK THEY WOULD FEEL LIKE THEY ARE BEING USED JUST TO GET A BONUS FOR THE EMPLOYER .THEY COULD HAVE WENT ABOUT IT A DIFFERENT WAY TO GET THE EMPLOYEE TO DO THE THINGS HE WANTED .",0,"nondom",1,3,"skip",25,3,1,1,1,0,0,0,0,0,0,50,5,3,2,1,3,5,2,4,2,3,1,1,1,NA,"white","GED","$20,001-$40,000","woman","Retired","NONE    THANK YOU "
492,"neg","The message just sounds off-putting and puts unnecessary stress on the worker and low-key sort of threatens them.",0,"nondom",1,1.1,"skip",45,3,5,10,15,20,25,30,35,40,45,50,1,1,1,1,1,1,1,1,2,1,1,1,1,35,"white","GED","$0-$20,000","woman","Part-time",""
493,"pos","The employee might appreciate the manager's frankness and transparency. This could be helpful to build trust between them as the manager is being honest about trade offs rather than being vague.",0,"nondom",1,2.9,"skip",36,3,5,10,10,20,30,30,30,50,50,75,5,5,3,5,1,3,1,2,3,1,1,1,1,23,"asian","4yearColl","$80,001-$100,000","woman","Part-time",""
494,"neg","I feel like this message would generate a negative response as you're borderline threatening them if you don't do this well, your money is at stake. Threatening one's pay is always going to have a negative reaction, regardless if you'll follow through.",0,"nondom",1,2.7,"do",33,3,0,50,65,70,75,80,85,90,95,100,4,4,1,2,3,4,3,2,1,3,1,1,1,38,"white","GED","$20,001-$40,000","man","Full-time","was the color a trick question? nothing else displayed other than asking my favorite color"
495,"neg","Employee might see this as a threat.  This does not motivate with positivity instead it uses a negative outcome.",0,"nondom",3,3.2,"do",48,3,10,20,30,41,50,60,70,80,90,100,5,4,2,7,2,5,1,1,1,4,1,1,1,49,"asian","4yearColl","Over $200,000","man","Full-time",""
496,"neg","It already seems punitive or like the manager does not have faith that they would put forth their best effort. ",0,"nondom",3,2.7,"do",43,2,0,0,0,0,0,0,0,0,100,100,5,6,1,2,3,3,1,1,2,3,1,1,1,29,"white","MA","$180,001-$200,000","woman","Full-time",""
497,"pos","It seems more personal and is encouraging the employee to do their best. It also tells them the truth of the matter and doesn't hide anything.",1,"dom",5,3.5,"do",45,6,0,0,0,100,100,100,100,100,100,100,5,4,3,5,2,4,2,4,3,3,1,1,1,27,"white","MA","$60,001-$80,000","man","Full-time",""
498,"neg","This message feels a bit like a threat to the employee. I think lots of people would react negatively to this sort of message and its blunt, rather rude tone. It would make me feel resentful towards my manager. ",0,"nondom",1,2.9,"do",45,5,0,0,0,50,60,70,80,90,100,100,5,3,3,2,3,3,3,2,3,2,1,1,1,32,"white","MA","$160,001-$180,000","woman","Full-time","The survey asked for my favorite color. I wrote down green. I apologize if this question was part of an attention check that I somehow missed I somehow missed. I gave my full attention to this survey and I apologize if I missed any instructions related to this question. "
499,"pos","It would be seen as fully trusting the employee. By not micro managing the employee they see trust in you. ",0,"nondom",2,3.7,"do",35,6,0,2,8,99,100,100,100,94,100,97,4,3,2,6,4,4,3,4,3,4,1,1,1,31,"white","4yearColl","Over $200,000","woman","Full-time",""
500,"pos","I don't think that this is a very positive message to send to the employee I think it would make them feel threatened and I would prefer to give a more positive message",0,"nondom",1,3.8,"skip",25,2,8,18,28,38,50,58,63,77,85,96,2,6,2,2,4,4,5,3,5,5,1,1,1,59,"white","4yearColl","$180,001-$200,000","woman","Full-time","no"
501,"pos","They might have somewhat positive thoughts about the managers message because of how bittersweet it sounds at motivating them to get the task done right or they'll receive no bonus pay.",1,"dom",5,3.8,"do",25,4,0,0,25,0,25,0,25,0,0,25,5,4,3,3,4,5,4,2,3,5,1,1,1,30,"black","GED","$20,001-$40,000","man","Part-time",""
502,"neg","I think the employee might take this negatively because it feels like a like a threat. It also puts pressure on the employee without giving all of the details so that they can understand the situation completely.",1,"dom",4,3.4,"skip",33,3,0,5,10,15,20,25,35,45,55,75,5,3,3,2,4,5,2,4,2,4,1,1,1,38,"hispanic","GED","$20,001-$40,000","man","Part-time",""
503,"neg","This message isn't very inspiring.  Something a bit more motivating and cheery would be better.",0,"nondom",1,3.2,"do",42,3,17,25,30,37,47,60,72,78,94,99,5,5,2,1,3,3,3,2,3,5,1,1,1,40,"white","4yearColl","$80,001-$100,000","woman","Full-time",""
504,"neg","an employee might react negatively because the statement is very direct and doesn't take their feelings into consideration. ",0,"nondom",1,3.7,"do",35,3,5,15,35,50,50,55,70,80,90,100,6,2,5,7,1,4,2,6,1,3,1,1,1,31,"white","4yearColl","$80,001-$100,000","man","Full-time","i liked the study!"
505,"neg","The employee will be upset and stress. The employee will worry about the task and not do it right ",0,"nondom",1,3.5,"do",31,6,52,39,49,20,30,31,27,60,38,27,5,2,6,5,1,4,4,3,1,4,0,1,0,41,"white","GED","$60,001-$80,000","woman","Full-time",""
506,"pos","He is professional and straight to the point, there is no messing around with him",0,"nondom",1,3,"do",46,6,3,8,8,4,12,41,50,50,72,84,3,1,5,4,1,5,2,6,2,1,1,1,1,27,"black","PHD","$120,001-$140,000","woman","Full-time",""
507,"neg","This message is kind of ominous and negative.  There is a threat at the end which is not going to make the employee feel good about the manager",0,"nondom",1,1.6,"do",46,6,0,5,5,10,25,30,40,60,75,100,1,2,2,1,2,2,1,1,2,2,1,1,1,49,"white","PHD","Over $200,000","man","Full-time",""
508,"neg","I think this message is negative because it states if you do not do well you will not get a full bonus. Guessing shapes shouldn't determine whether or not you deserve a bonus. Hard work and dedication should determine the amount of as bonus.",0,"nondom",1,3.5,"skip",41,6,70,52,43,50,100,100,100,100,100,99,4,1,4,5,3,5,3,5,2,3,1,1,1,29,"hispanic","4yearColl","$60,001-$80,000","woman","Part-time",""
509,"neg","I think you shouldn't use money as a threatening tool because they will focus and worry about their performance which can really mess up someone's potential game play.",0,"nondom",1,2.7,"skip",40,2,50,55,60,65,70,75,80,85,90,100,5,7,2,1,2,6,1,1,1,1,1,1,1,41,"white","GED","$0-$20,000","woman","Part-time",""
510,"pos","The employee might have a positive reaction to this message because they would be incentivized by the bonus to do as well as possible",0,"nondom",3,3.9,"do",50,3,30,40,46,53,60,68,76,100,100,100,5,3,5,5,3,5,3,2,5,3,1,1,1,28,"asian","PHD","Over $200,000","man","Full-time",""
